"Transaction_ID","Date_of_Purchase","Time_of_Purchase","Purchase_Type","Payment_Method","Railcard","Ticket_Class","Ticket_Type","Price","Departure_Station","Arrival_Destination","Date_of_Journey","Departure_Time","Arrival_Time","Actual_Arrival_Time","Journey_Status","Reason_for_Delay","Refund_Request"
"453e36c5-e293-472e-94c0","2024-01-28","01:26:34","Online","Contactless","Disabled","Standard","Advance","5","York","Durham","2024-01-29","23:45:00","00:35:00","00:35:00","On Time","None","No"
"45463414-842b-4213-a547","2024-02-10","16:10:28","Station","Credit Card","None","Standard","Off-Peak","4","Manchester Piccadilly","Liverpool Lime Street","2024-02-10","17:45:00","18:15:00","18:15:00","On Time","None","No"
"454bbd30-83d7-403f-ad59","2024-01-01","23:06:07","Station","Credit Card","None","First Class","Advance","54","London St Pancras","Birmingham New Street","2024-01-02","00:30:00","01:50:00","01:50:00","On Time","None","No"
"454c8d17-01e3-436d-9b48","2024-02-08","07:20:25","Online","Credit Card","None","Standard","Anytime","35","London Paddington","Oxford","2024-02-08","07:45:00","09:15:00","09:15:00","On Time","None","No"
"454fa076-4b57-4274-a40b","2024-01-23","08:29:57","Online","Contactless","None","Standard","Off-Peak","10","London Euston","Birmingham New Street","2024-01-23","09:45:00","11:05:00","11:05:00","On Time","None","No"
"4552bd1a-f49d-44fb-8497","2024-01-08","09:38:46","Station","Credit Card","None","Standard","Off-Peak","12","London St Pancras","Birmingham New Street","2024-01-08","11:00:00","12:20:00","no infor","Cancelled","Signal failure","No"
"455c87dd-a38f-4d2d-8081","2024-01-10","05:52:47","Station","Contactless","Adult","Standard","Advance","4","London Euston","Birmingham New Street","2024-01-11","04:15:00","05:35:00","05:35:00","On Time","None","No"
"455de1a3-2bcd-4393-af93","2024-01-27","07:55:32","Online","Contactless","Senior","Standard","Off-Peak","3","Manchester Piccadilly","Liverpool Lime Street","2024-01-27","09:15:00","09:45:00","10:13:00","Delayed","Weather","No"
"45653aa8-e1af-4de7-81f2","2024-01-03","07:19:19","Online","Credit Card","None","Standard","Anytime","35","London Paddington","Oxford","2024-01-03","07:45:00","09:15:00","09:15:00","On Time","None","No"
"45662230-a980-4bbb-a6f5","2024-01-23","21:55:35","Station","Credit Card","None","Standard","Advance","3","Manchester Piccadilly","Liverpool Lime Street","2024-01-24","20:15:00","20:45:00","20:45:00","On Time","None","No"
"4573fdc4-ce8d-41c4-8f06","2024-01-08","08:28:23","Online","Credit Card","None","Standard","Advance","13","London Paddington","Reading","2024-01-09","07:45:00","08:45:00","no infor","Cancelled","Staff Shortage","No"
"457659f6-b579-45d3-8b79","2024-01-03","14:21:55","Online","Credit Card","Adult","Standard","Off-Peak","8","London St Pancras","Birmingham New Street","2024-01-03","15:45:00","17:05:00","17:05:00","On Time","None","No"
"4579051b-bb19-43af-a696","2024-01-28","23:48:05","Station","Contactless","None","Standard","Advance","7","London Euston","Birmingham New Street","2024-01-29","22:15:00","23:35:00","23:35:00","On Time","None","No"
"457ecb48-5c1b-42e5-87d1","2024-02-15","15:52:28","Online","Credit Card","Senior","Standard","Anytime","4","Liverpool Lime Street","Manchester Piccadilly","2024-02-15","17:15:00","17:45:00","17:45:00","On Time","None","No"
"45841b75-3d6b-4cad-bad6","2024-02-13","08:12:20","Online","Credit Card","Disabled","Standard","Advance","15","Birmingham New Street","London St Pancras","2024-02-27","06:30:00","07:50:00","07:50:00","On Time","None","No"
"45843d84-051f-4f20-8129","2024-01-02","05:06:12","Station","Credit Card","None","First Class","Anytime","107","London St Pancras","Birmingham New Street","2024-01-02","06:30:00","07:50:00","07:50:00","On Time","None","No"
"4589f73c-740c-4446-8d15","2024-01-04","05:16:43","Online","Credit Card","None","First Class","Advance","10","Liverpool Lime Street","Manchester Piccadilly","2024-01-05","03:45:00","04:15:00","04:15:00","On Time","None","No"
"458a94fc-d51e-4d3e-af6b","2024-02-05","20:29:41","Online","Credit Card","None","Standard","Advance","5","Birmingham New Street","Tamworth","2024-02-13","18:45:00","19:05:00","19:05:00","On Time","None","No"
"458b7798-5dee-4ccd-90d8","2024-01-26","17:09:06","Online","Credit Card","Disabled","Standard","Advance","4","London Euston","Birmingham New Street","2024-01-27","15:30:00","16:50:00","16:50:00","On Time","None","No"
"458d31a5-0ab3-4ae1-b5c3","2024-02-03","09:52:57","Station","Credit Card","Disabled","Standard","Advance","4","London Euston","Birmingham New Street","2024-02-16","08:15:00","09:35:00","09:35:00","On Time","None","No"
"45902c4b-a579-4dae-b9d6","2024-02-13","16:07:20","Station","Credit Card","Adult","Standard","Anytime","9","London Euston","Birmingham New Street","2024-02-13","17:45:00","19:05:00","19:05:00","On Time","None","No"
"45979676-de4b-4539-b8a3","2024-01-07","16:12:19","Station","Credit Card","None","Standard","Off-Peak","4","Manchester Piccadilly","Liverpool Lime Street","2024-01-07","17:45:00","18:15:00","19:20:00","Delayed","Staffing","No"
"459a4934-eb7e-4852-830b","2024-01-19","13:27:50","Online","Credit Card","None","Standard","Off-Peak","50","Birmingham New Street","Reading","2024-01-19","14:45:00","16:15:00","16:15:00","On Time","None","No"
"45b09ffb-8a72-4f25-90d9","2024-01-18","23:35:48","Online","Contactless","None","First Class","Advance","20","Liverpool Lime Street","Leeds","2024-01-19","22:00:00","23:30:00","23:30:00","On Time","None","No"
"45b588b5-de9b-4013-ae32","2024-01-27","20:05:51","Station","Credit Card","None","Standard","Off-Peak","10","London Euston","Birmingham New Street","2024-01-27","21:30:00","22:50:00","22:50:00","On Time","None","No"
"45b5cec3-dae2-4818-9278","2024-01-23","15:14:00","Station","Contactless","Senior","Standard","Advance","2","Manchester Piccadilly","Liverpool Lime Street","2024-01-24","13:30:00","14:00:00","14:00:00","On Time","None","No"
"45b6625b-56dd-41e0-b0d2","2024-01-23","17:41:36","Station","Credit Card","None","Standard","Advance","34","York","Peterborough","2024-01-24","16:00:00","17:10:00","17:10:00","On Time","None","No"
"45ba0c25-ec93-4dde-a955","2024-01-27","21:45:03","Online","Credit Card","None","Standard","Advance","13","London Paddington","Reading","2024-01-28","20:15:00","21:15:00","21:15:00","On Time","None","No"
"45be1023-4fa4-40e9-b620","2024-02-01","18:59:51","Online","Credit Card","Adult","Standard","Off-Peak","13","London Paddington","Reading","2024-02-01","20:15:00","21:15:00","21:15:00","On Time","None","No"
"45c30bcc-520d-4df3-b864","2024-02-15","17:41:28","Station","Credit Card","Adult","Standard","Advance","4","London Euston","Birmingham New Street","2024-02-25","16:00:00","17:20:00","18:42:00","Delayed","Weather","No"
"45c760ba-0a81-4c42-80b4","2024-01-11","18:08:35","Station","Debit Card","Adult","Standard","Advance","50","Liverpool Lime Street","London Euston","2024-01-12","17:30:00","19:45:00","20:04:00","Delayed","Technical Issue","Yes"
"45c8a6e4-6176-4c37-93a5","2024-02-04","14:55:59","Online","Contactless","Adult","Standard","Off-Peak","11","Birmingham New Street","Manchester Piccadilly","2024-02-04","16:15:00","17:35:00","no infor","Cancelled","Signal failure","No"
"45cd5bab-de63-462d-bb6a","2024-01-16","12:41:26","Station","Contactless","None","Standard","Off-Peak","19","London Paddington","Reading","2024-01-16","14:00:00","15:00:00","15:00:00","On Time","None","No"
"45d703be-29c9-4363-b708","2024-02-14","08:23:13","Online","Credit Card","None","Standard","Advance","3","Manchester Piccadilly","Liverpool Lime Street","2024-02-20","07:45:00","08:15:00","08:15:00","On Time","None","No"
"45e1e5ff-2582-4abe-a9ee","2024-01-25","18:33:19","Online","Credit Card","None","Standard","Off-Peak","10","London Euston","Birmingham New Street","2024-01-25","20:00:00","21:20:00","21:20:00","On Time","None","No"
"45e2d2a1-96af-4696-8d78","2024-02-05","09:58:28","Online","Credit Card","Adult","Standard","Off-Peak","3","Manchester Piccadilly","Liverpool Lime Street","2024-02-05","11:15:00","11:45:00","11:45:00","On Time","None","No"
"45e9b7d4-4654-4aa1-b79b","2024-01-19","07:15:24","Online","Credit Card","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-01-20","05:45:00","07:05:00","07:05:00","On Time","None","No"
"45f5c716-1afa-4c3d-91dc","2024-02-05","16:09:47","Station","Debit Card","None","Standard","Advance","29","Edinburgh Waverley","London Kings Cross","2024-02-28","15:30:00","19:50:00","20:12:00","Delayed","Staffing","Yes"
"45f62505-4a14-423e-96fd","2024-01-06","18:30:05","Online","Credit Card","None","Standard","Advance","7","London Euston","Birmingham New Street","2024-01-07","17:00:00","18:20:00","no infor","Cancelled","Signal failure","Yes"
"45f7184f-4a63-4af4-bcd4","2024-01-25","09:10:23","Station","Contactless","None","First Class","Advance","10","Liverpool Lime Street","Manchester Piccadilly","2024-01-26","07:30:00","08:00:00","08:00:00","On Time","None","No"
"45f7c7de-65de-4d76-975f","2024-01-31","11:39:34","Online","Contactless","None","Standard","Off-Peak","53","London Kings Cross","York","2024-01-31","13:00:00","14:50:00","14:50:00","On Time","None","No"
"46028368-bc04-4887-b10a","2024-02-14","03:03:18","Station","Credit Card","None","Standard","Off-Peak","12","London St Pancras","Birmingham New Street","2024-02-14","04:30:00","05:50:00","05:50:00","On Time","None","No"
"4603537f-e7f7-49f2-bd3c","2024-01-11","17:35:18","Station","Credit Card","Adult","Standard","Advance","4","London Euston","Birmingham New Street","2024-01-12","16:00:00","17:20:00","17:20:00","On Time","None","No"
"4604a018-2323-4a0a-a5c1","2024-02-06","07:49:24","Online","Credit Card","Senior","Standard","Advance","6","Liverpool Lime Street","Crewe","2024-02-10","06:15:00","06:50:00","06:50:00","On Time","None","No"
"4604a48d-a6d6-4e84-aa14","2024-01-22","14:48:23","Online","Credit Card","None","Standard","Anytime","70","London Kings Cross","York","2024-01-22","16:15:00","18:05:00","18:05:00","On Time","None","No"
"460baf20-91da-4487-bc0a","2024-01-28","17:17:44","Station","Debit Card","Senior","Standard","Off-Peak","71","London Euston","Manchester Piccadilly","2024-01-28","18:45:00","20:35:00","20:35:00","On Time","None","No"
"460df73d-e601-40bf-bc6d","2024-01-30","17:16:11","Online","Credit Card","None","Standard","Anytime","16","London St Pancras","Birmingham New Street","2024-01-30","18:45:00","20:05:00","20:05:00","On Time","None","No"
"460dffea-224e-414b-b702","2024-01-28","08:39:51","Online","Credit Card","None","Standard","Advance","13","London Paddington","Reading","2024-01-29","07:00:00","08:00:00","08:00:00","On Time","None","No"
"4611be4e-a15b-4e79-ac19","2024-02-02","02:54:02","Station","Credit Card","None","Standard","Advance","3","Liverpool Lime Street","Manchester Piccadilly","2024-02-03","01:15:00","01:45:00","01:45:00","On Time","None","No"
"46183ed1-d7e0-483e-856c","2024-02-07","06:01:51","Station","Contactless","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-02-23","04:30:00","05:50:00","05:50:00","On Time","None","No"
"46256d1c-6bf3-4b0e-bc76","2024-01-11","08:41:34","Online","Credit Card","None","Standard","Advance","13","London Paddington","Reading","2024-01-12","07:00:00","08:00:00","08:00:00","On Time","None","No"
"46269024-889c-4347-884f","2024-01-22","19:00:00","Station","Contactless","None","Standard","Off-Peak","5","Liverpool Lime Street","Manchester Piccadilly","2024-01-22","20:15:00","20:45:00","20:45:00","On Time","None","No"
"463110b4-e59e-43e3-ae98","2024-01-23","06:10:24","Online","Credit Card","None","Standard","Advance","3","Liverpool Lime Street","Manchester Piccadilly","2024-02-09","04:30:00","05:00:00","05:00:00","On Time","None","No"
"46318a96-3fd9-4599-9af6","2024-02-14","14:01:13","Online","Credit Card","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-02-25","18:45:00","20:05:00","20:05:00","On Time","None","No"
"4631f5eb-ace7-40b8-9a52","2024-02-02","16:55:46","Online","Credit Card","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-02-03","15:15:00","16:35:00","16:35:00","On Time","None","No"
"4636717b-89e5-4cc3-be3a","2024-01-17","10:40:56","Station","Contactless","None","Standard","Advance","3","Liverpool Lime Street","Manchester Piccadilly","2024-01-18","09:00:00","09:30:00","09:30:00","On Time","None","No"
"463b85ab-0484-438a-9b22","2024-02-05","08:23:31","Online","Credit Card","None","Standard","Advance","13","London Paddington","Reading","2024-02-06","07:45:00","08:45:00","08:45:00","On Time","None","No"
"463ce8a9-f148-49c3-99eb","2024-02-12","06:45:13","Online","Credit Card","None","Standard","Anytime","13","London Euston","Birmingham New Street","2024-02-12","08:15:00","09:35:00","09:35:00","On Time","None","No"
"4642032a-e6d9-4820-b5b3","2024-01-09","04:29:21","Station","Credit Card","None","Standard","Advance","35","London Kings Cross","York","2024-01-10","02:45:00","04:35:00","04:35:00","On Time","None","No"
"4643c96f-5e43-431f-bc45","2024-01-12","15:18:17","Station","Credit Card","None","Standard","Anytime","10","Birmingham New Street","Stafford","2024-01-12","17:45:00","18:15:00","18:15:00","On Time","None","No"
"46444b41-46ce-4640-b033","2024-02-04","06:10:10","Online","Credit Card","None","Standard","Advance","13","London Paddington","Reading","2024-02-27","04:30:00","05:30:00","05:30:00","On Time","None","No"
"4651dba8-421e-4b02-a4d0","2024-01-30","00:10:20","Station","Credit Card","Adult","Standard","Off-Peak","17","Oxford","Bristol Temple Meads","2024-01-30","22:30:00","23:45:00","23:45:00","On Time","None","No"
"4655d9d9-6c4c-470f-8fd8","2024-01-15","18:59:48","Station","Contactless","None","Standard","Advance","3","Liverpool Lime Street","Manchester Piccadilly","2024-01-16","17:15:00","17:45:00","17:45:00","On Time","None","No"
"4655febc-3106-4551-986a","2024-01-15","12:32:09","Station","Contactless","None","Standard","Advance","24","York","Edinburgh","2024-01-16","11:00:00","13:30:00","13:30:00","On Time","None","No"
"465debc5-c125-4aec-aa0f","2024-01-15","09:38:04","Online","Credit Card","Adult","Standard","Advance","48","London Euston","Manchester Piccadilly","2024-01-16","08:00:00","09:50:00","09:50:00","On Time","None","No"
"465ded16-22b3-4205-8c1b","2024-01-20","03:01:53","Station","Contactless","None","Standard","Off-Peak","12","London St Pancras","Birmingham New Street","2024-01-20","04:30:00","05:50:00","05:50:00","On Time","None","No"
"466f8fbd-7b92-4c8c-8571","2024-02-08","19:03:43","Online","Credit Card","Adult","Standard","Advance","2","Liverpool Lime Street","Manchester Piccadilly","2024-02-18","17:30:00","18:00:00","18:00:00","On Time","None","No"
"467a8119-58ef-41c8-8041","2024-02-02","03:47:46","Online","Contactless","None","Standard","Off-Peak","53","London Kings Cross","York","2024-02-02","05:15:00","07:05:00","07:05:00","On Time","None","No"
"46895b00-794f-4f89-98bf","2024-01-26","17:20:34","Online","Credit Card","None","Standard","Advance","3","Manchester Piccadilly","Liverpool Lime Street","2024-01-27","14:45:00","15:15:00","15:15:00","On Time","None","No"
"468de3e9-3bec-4186-a645","2024-02-15","08:25:17","Online","Contactless","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-02-27","06:45:00","08:05:00","08:05:00","On Time","None","No"
"4691bdd9-38e7-4dae-84e5","2024-02-12","05:09:04","Station","Credit Card","None","Standard","Advance","84","Manchester Piccadilly","London Euston","2024-02-27","03:30:00","05:20:00","05:39:00","Delayed","Weather Conditions","No"
"46966df4-a34c-40dc-ac29","2024-01-03","06:12:43","Online","Credit Card","None","Standard","Anytime","18","Reading","Swindon","2024-01-03","07:30:00","08:15:00","08:15:00","On Time","None","No"
"469a98ca-be2f-4613-bd0a","2024-02-15","15:34:14","Station","Contactless","None","Standard","Advance","13","London Paddington","Reading","2024-02-22","14:00:00","15:00:00","15:00:00","On Time","None","No"
"469fc920-c112-4117-aa3f","2024-01-19","16:01:14","Station","Credit Card","None","First Class","Anytime","19","Manchester Piccadilly","Liverpool Lime Street","2024-01-19","17:45:00","18:15:00","18:15:00","On Time","None","No"
"46a2c5e9-2097-47dc-bcb0","2024-01-10","07:19:15","Station","Credit Card","None","Standard","Advance","7","London Euston","Birmingham New Street","2024-01-11","05:45:00","07:05:00","07:05:00","On Time","None","No"
"46a2fe27-2d12-40eb-a762","2024-02-08","17:45:17","Online","Contactless","Adult","Standard","Advance","2","Manchester Piccadilly","Liverpool Lime Street","2024-02-14","16:15:00","16:45:00","no infor","Cancelled","Technical Issue","No"
