ID,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
950.0,female,group C,some college,free/reduced,completed,47.0,50.0,58.0
951.0,male,group C,master's degree,standard,none,88.0,68.0,72.0
952.0,female,group C,some college,free/reduced,completed,61.0,78.0,76.0
953.0,female,group B,some high school,standard,none,70.0,82.0,79.0
954.0,female,group C,some college,standard,completed,61.0,72.0,72.0
955.0,female,group D,some college,standard,completed,68.0,74.0,81.0
956.0,male,group E,high school,standard,none,48.0,46.0,43.0
957.0,male,group C,some college,standard,none,80.0,79.0,70.0
958.0,male,group C,high school,free/reduced,none,50.0,51.0,46.0
959.0,male,group C,bachelor's degree,standard,completed,66.0,56.0,57.0
960.0,female,group C,master's degree,standard,completed,72.0,92.0,91.0
961.0,female,group C,some college,free/reduced,none,71.0,87.0,82.0
962.0,female,group C,some high school,standard,completed,67.0,82.0,84.0
963.0,male,group B,some high school,standard,none,64.0,56.0,51.0
964.0,male,group D,associate's degree,free/reduced,none,80.0,78.0,68.0
965.0,male,group B,high school,free/reduced,completed,28.0,38.0,32.0
966.0,female,group D,high school,free/reduced,none,53.0,76.0,69.0
967.0,male,group C,some high school,free/reduced,completed,83.0,76.0,75.0
968.0,female,group E,some high school,standard,none,86.0,88.0,87.0
969.0,female,group B,master's degree,standard,none,60.0,71.0,69.0
970.0,female,group B,high school,standard,none,51.0,58.0,63.0
971.0,female,group C,associate's degree,standard,none,80.0,83.0,84.0
972.0,male,group A,some high school,free/reduced,none,58.0,57.0,48.0
973.0,male,group D,associate's degree,free/reduced,none,57.0,49.0,50.0
974.0,male,group D,bachelor's degree,standard,none,56.0,44.0,42.0
975.0,male,group C,associate's degree,standard,none,73.0,67.0,61.0
976.0,male,group B,some high school,standard,completed,77.0,89.0,77.0
977.0,female,group D,bachelor's degree,standard,none,69.0,77.0,74.0
978.0,female,group E,high school,free/reduced,completed,70.0,94.0,92.0
979.0,male,group C,some college,free/reduced,completed,87.0,87.0,84.0
980.0,male,group C,some college,free/reduced,completed,43.0,35.0,37.0
981.0,female,group C,high school,standard,completed,72.0,79.0,81.0
982.0,male,group C,high school,free/reduced,completed,50.0,51.0,49.0
983.0,female,group A,bachelor's degree,standard,completed,77.0,98.0,98.0
984.0,male,group D,bachelor's degree,free/reduced,completed,55.0,54.0,65.0
985.0,female,group C,high school,standard,none,68.0,71.0,69.0
986.0,male,group D,some college,free/reduced,none,66.0,71.0,72.0
987.0,female,group D,associate's degree,standard,none,59.0,66.0,71.0
988.0,female,group E,associate's degree,standard,none,82.0,95.0,88.0
989.0,male,group C,some college,standard,completed,56.0,56.0,63.0
990.0,female,group D,some high school,free/reduced,completed,69.0,83.0,85.0
991.0,female,group C,master's degree,standard,none,73.0,83.0,84.0
992.0,female,group E,associate's degree,standard,completed,85.0,84.0,87.0
993.0,female,group B,some high school,standard,completed,74.0,88.0,78.0
994.0,female,group E,high school,standard,none,92.0,100.0,93.0
995.0,male,group C,high school,standard,none,63.0,56.0,46.0
996.0,female,group E,some high school,free/reduced,none,65.0,70.0,68.0
997.0,female,group B,high school,standard,completed,58.0,69.0,72.0
998.0,female,group B,some college,free/reduced,none,54.0,67.0,63.0
999.0,female,group E,some high school,standard,none,81.0,80.0,82.0
0.0,male,group B,bachelor's degree,free/reduced,none,61.0,52.0,52.0
1.0,male,group D,some high school,standard,none,94.0,80.0,82.0
2.0,male,group C,high school,standard,none,80.0,77.0,66.0
3.0,female,group E,some college,standard,completed,78.0,78.0,81.0
4.0,male,group D,high school,standard,none,60.0,54.0,53.0
5.0,male,group C,some high school,standard,completed,84.0,92.0,88.0
6.0,male,group E,bachelor's degree,standard,none,62.0,57.0,52.0
7.0,female,group D,some college,standard,none,90.0,96.0,93.0
8.0,female,group C,high school,free/reduced,none,39.0,49.0,54.0
9.0,male,group D,some college,standard,none,64.0,51.0,50.0
10.0,male,group D,some high school,free/reduced,completed,44.0,42.0,46.0
11.0,female,group C,bachelor's degree,standard,completed,73.0,76.0,79.0
12.0,female,group A,high school,standard,none,66.0,78.0,79.0
13.0,female,group E,associate's degree,standard,none,77.0,81.0,83.0
14.0,female,group C,some college,standard,none,76.0,81.0,85.0
15.0,female,group A,some high school,free/reduced,none,31.0,49.0,44.0
16.0,female,group E,high school,standard,completed,90.0,94.0,94.0
17.0,female,group D,high school,standard,completed,47.0,52.0,60.0
18.0,male,group B,associate's degree,standard,none,74.0,60.0,62.0
19.0,male,group E,some college,free/reduced,none,96.0,87.0,82.0
20.0,male,group C,some college,free/reduced,none,54.0,52.0,47.0
21.0,female,group E,associate's degree,standard,completed,84.0,86.0,90.0
22.0,female,group B,high school,standard,none,83.0,93.0,94.0
23.0,female,group B,some high school,free/reduced,none,49.0,46.0,50.0
24.0,male,group B,associate's degree,free/reduced,none,67.0,64.0,59.0
25.0,female,group C,some college,free/reduced,completed,44.0,51.0,58.0
26.0,male,group D,some college,standard,completed,69.0,66.0,71.0
27.0,female,group D,high school,standard,completed,71.0,77.0,78.0
28.0,male,group E,some high school,free/reduced,completed,64.0,59.0,54.0
29.0,female,group C,some college,standard,none,85.0,89.0,88.0
30.0,female,group C,master's degree,standard,none,56.0,61.0,57.0
31.0,female,group B,associate's degree,free/reduced,completed,82.0,89.0,93.0
32.0,male,group E,some college,standard,none,100.0,95.0,87.0
33.0,female,group D,high school,standard,completed,88.0,93.0,90.0
34.0,male,group C,some college,free/reduced,completed,62.0,69.0,72.0
35.0,female,group A,some college,standard,none,31.0,48.0,43.0
36.0,male,group C,some college,free/reduced,completed,84.0,87.0,86.0
37.0,female,group C,some high school,free/reduced,none,38.0,52.0,49.0
38.0,male,group C,some college,standard,completed,76.0,71.0,74.0
39.0,female,group D,associate's degree,standard,completed,69.0,86.0,92.0
40.0,female,group C,some college,standard,none,56.0,71.0,63.0
41.0,female,group C,some high school,standard,none,44.0,59.0,52.0
42.0,female,group E,high school,free/reduced,none,74.0,67.0,73.0
43.0,female,group E,bachelor's degree,free/reduced,none,72.0,69.0,68.0
44.0,female,group D,high school,free/reduced,completed,40.0,49.0,58.0
45.0,male,group C,some college,standard,none,69.0,61.0,57.0
46.0,female,group C,bachelor's degree,standard,none,63.0,73.0,67.0
47.0,female,group B,some college,standard,completed,46.0,64.0,56.0
48.0,male,group C,some college,free/reduced,completed,60.0,54.0,56.0
49.0,female,group C,associate's degree,free/reduced,completed,26.0,53.0,51.0
50.0,male,group A,some college,free/reduced,none,46.0,45.0,36.0
51.0,male,group E,associate's degree,free/reduced,none,66.0,68.0,60.0
52.0,male,group C,some high school,standard,none,75.0,70.0,66.0
53.0,male,group C,some college,standard,none,56.0,59.0,54.0
54.0,male,group E,some high school,standard,none,62.0,54.0,45.0
55.0,male,group B,some high school,standard,none,70.0,53.0,50.0
56.0,female,group D,high school,standard,completed,68.0,77.0,76.0
57.0,female,group E,some college,free/reduced,none,54.0,59.0,62.0
58.0,male,group C,master's degree,standard,none,68.0,63.0,54.0
59.0,female,group B,high school,free/reduced,completed,54.0,80.0,82.0
60.0,male,group E,some college,standard,none,85.0,72.0,70.0
61.0,male,group B,some college,standard,none,73.0,70.0,63.0
62.0,female,group D,master's degree,standard,completed,81.0,95.0,98.0
63.0,female,group A,some college,standard,completed,96.0,97.0,100.0
64.0,female,group D,some college,free/reduced,none,67.0,71.0,73.0
65.0,female,group E,bachelor's degree,standard,none,87.0,78.0,80.0
66.0,female,group C,some college,standard,completed,70.0,68.0,73.0
67.0,female,group D,associate's degree,standard,completed,85.0,87.0,89.0
68.0,male,group D,some college,standard,completed,72.0,71.0,75.0
69.0,male,group C,associate's degree,free/reduced,none,70.0,61.0,63.0
70.0,male,group C,associate's degree,standard,none,75.0,67.0,71.0
71.0,female,group B,some high school,standard,none,56.0,60.0,64.0
72.0,male,group D,some high school,standard,completed,66.0,73.0,70.0
73.0,female,group C,some high school,free/reduced,none,27.0,45.0,47.0
74.0,male,group B,master's degree,free/reduced,none,55.0,46.0,47.0
75.0,female,group A,some college,free/reduced,none,70.0,84.0,78.0
76.0,male,group C,some high school,free/reduced,none,30.0,35.0,27.0
77.0,female,group B,high school,free/reduced,none,39.0,44.0,44.0
78.0,female,group A,some high school,standard,none,51.0,49.0,56.0
79.0,male,group E,some high school,standard,completed,78.0,84.0,73.0
80.0,male,group C,some college,standard,completed,68.0,64.0,63.0
81.0,female,group B,some high school,standard,completed,61.0,75.0,71.0
82.0,male,group E,associate's degree,standard,none,83.0,72.0,68.0
83.0,male,group D,associate's degree,free/reduced,none,76.0,83.0,84.0
84.0,female,group C,high school,standard,none,55.0,69.0,67.0
85.0,male,group D,bachelor's degree,standard,none,82.0,78.0,72.0
86.0,male,group B,bachelor's degree,standard,completed,100.0,90.0,90.0
87.0,male,group D,high school,free/reduced,none,52.0,46.0,42.0
88.0,male,group D,some college,standard,none,78.0,68.0,65.0
89.0,male,group C,bachelor's degree,free/reduced,completed,35.0,49.0,42.0
90.0,female,group C,bachelor's degree,free/reduced,none,49.0,57.0,60.0
91.0,male,,associate's degree,standard,none,70.0,64.0,59.0
92.0,male,group D,high school,free/reduced,none,53.0,45.0,48.0
93.0,male,group D,some high school,free/reduced,completed,50.0,56.0,52.0
94.0,male,group E,some college,standard,none,77.0,65.0,59.0
95.0,male,group D,some high school,standard,none,84.0,78.0,73.0
96.0,female,group B,bachelor's degree,standard,none,46.0,54.0,56.0
97.0,male,group E,high school,standard,none,66.0,59.0,62.0
98.0,female,group C,some high school,standard,none,34.0,42.0,44.0
99.0,female,group D,some college,standard,none,62.0,56.0,57.0
100.0,female,group E,master's degree,standard,completed,92.0,100.0,100.0
101.0,female,group B,some college,standard,completed,75.0,72.0,81.0
102.0,male,group E,high school,free/reduced,none,53.0,57.0,50.0
103.0,female,group B,associate's degree,standard,completed,95.0,95.0,98.0
104.0,male,group C,some college,standard,completed,81.0,82.0,80.0
105.0,female,group D,high school,standard,none,64.0,70.0,74.0
106.0,female,group E,some high school,standard,none,59.0,73.0,62.0
107.0,female,group A,some college,standard,none,58.0,71.0,64.0
108.0,female,group C,associate's degree,free/reduced,none,66.0,80.0,77.0
109.0,male,group A,some college,free/reduced,none,63.0,65.0,63.0
110.0,male,group E,some high school,standard,none,84.0,80.0,78.0
111.0,female,group D,high school,standard,completed,50.0,59.0,66.0
112.0,female,group D,high school,free/reduced,completed,51.0,57.0,65.0
113.0,female,group E,associate's degree,standard,completed,89.0,89.0,96.0
114.0,male,group B,high school,free/reduced,none,47.0,37.0,37.0
115.0,male,group C,some high school,standard,none,76.0,74.0,67.0
116.0,female,group E,high school,standard,completed,82.0,88.0,85.0
117.0,male,group D,bachelor's degree,standard,completed,96.0,90.0,89.0
118.0,male,group B,some college,free/reduced,none,65.0,76.0,64.0
119.0,female,group D,bachelor's degree,free/reduced,completed,92.0,100.0,100.0
120.0,female,group A,bachelor's degree,standard,none,73.0,81.0,85.0
121.0,female,group C,bachelor's degree,standard,none,69.0,80.0,81.0
122.0,male,group D,bachelor's degree,standard,none,84.0,77.0,72.0
123.0,male,group C,some high school,standard,completed,61.0,49.0,51.0
124.0,female,group E,high school,standard,completed,75.0,81.0,85.0
125.0,female,group C,some college,standard,none,41.0,49.0,42.0
126.0,female,group B,high school,standard,none,66.0,70.0,69.0
127.0,female,group C,some high school,standard,none,61.0,73.0,68.0
128.0,male,group C,some high school,standard,completed,70.0,67.0,64.0
129.0,female,group D,some college,free/reduced,none,47.0,47.0,50.0
130.0,male,group B,some high school,standard,completed,73.0,67.0,73.0
131.0,male,group C,bachelor's degree,standard,none,63.0,63.0,59.0
132.0,female,group C,some college,standard,none,64.0,74.0,69.0
133.0,male,group D,bachelor's degree,free/reduced,completed,73.0,66.0,67.0
134.0,female,group E,some high school,standard,completed,80.0,84.0,88.0
135.0,female,group D,some high school,standard,none,69.0,77.0,73.0
136.0,male,group B,some college,free/reduced,completed,61.0,60.0,60.0
137.0,female,group C,some high school,standard,none,88.0,89.0,85.0
138.0,male,group D,bachelor's degree,standard,none,72.0,63.0,64.0
139.0,male,group B,bachelor's degree,standard,completed,87.0,79.0,75.0
140.0,female,group C,associate's degree,free/reduced,none,68.0,79.0,82.0
141.0,female,group D,bachelor's degree,standard,completed,60.0,69.0,79.0
142.0,male,group C,some high school,standard,completed,79.0,82.0,75.0
143.0,female,group A,some high school,free/reduced,none,52.0,71.0,63.0
144.0,male,group D,some high school,standard,none,71.0,66.0,65.0
145.0,female,group B,bachelor's degree,free/reduced,none,58.0,66.0,71.0
146.0,female,group D,high school,standard,none,83.0,90.0,95.0
147.0,female,group C,associate's degree,free/reduced,completed,53.0,64.0,66.0
148.0,female,group C,associate's degree,free/reduced,none,32.0,47.0,43.0
149.0,female,group E,some college,free/reduced,none,56.0,68.0,67.0
150.0,male,group D,master's degree,standard,completed,100.0,100.0,100.0
151.0,male,group B,some college,free/reduced,none,21.0,34.0,24.0
152.0,male,group B,master's degree,free/reduced,completed,83.0,87.0,86.0
153.0,female,group C,some college,free/reduced,none,63.0,74.0,73.0
154.0,female,group C,high school,standard,none,58.0,68.0,66.0
155.0,male,group C,some college,free/reduced,none,60.0,57.0,56.0
156.0,female,group C,associate's degree,free/reduced,none,77.0,84.0,80.0
157.0,male,group A,high school,standard,none,63.0,60.0,46.0
158.0,male,group D,some college,standard,completed,93.0,85.0,87.0
159.0,female,group C,high school,standard,completed,50.0,63.0,56.0
160.0,male,group D,high school,free/reduced,none,76.0,69.0,69.0
161.0,male,group B,high school,free/reduced,completed,46.0,44.0,36.0
162.0,female,group D,some college,standard,none,67.0,80.0,84.0
163.0,female,group E,master's degree,standard,completed,85.0,85.0,85.0
164.0,male,group C,some college,standard,completed,69.0,63.0,61.0
165.0,male,group C,high school,standard,none,74.0,65.0,67.0
166.0,male,group D,high school,standard,none,53.0,47.0,43.0
167.0,female,group D,master's degree,free/reduced,completed,53.0,71.0,81.0
168.0,male,group C,some high school,standard,none,64.0,63.0,62.0
169.0,male,group D,bachelor's degree,standard,completed,97.0,84.0,88.0
